frame_id,bytes,schedule_lag_ms,read_ms,hash_ms,commit_ms,acquisition_ms
57,1970080,0.029634,0.761556,2.106606,4.899688,7.767850
58,1966864,0.036788,0.780679,2.275177,4.594354,7.650210
59,1963248,0.093748,0.774098,2.235891,13.801621,16.811610
60,1961104,0.039263,0.894421,1.839111,4.767592,7.501124
61,1954576,0.102888,0.755899,2.615400,5.257296,8.628595
62,1947712,0.101631,0.804648,2.887111,14.203435,17.895194
63,1931136,0.022378,0.812920,3.190196,3.992829,7.995945
64,1935008,0.024778,0.822991,3.362382,4.119931,8.305304
65,1936816,0.026282,0.769549,2.134691,13.948189,16.852429
66,1939184,0.077178,0.761522,2.421754,4.904434,8.087710
67,1937856,0.066833,0.826215,2.776143,3.691493,7.293851
68,1937296,0.450385,0.770164,2.357977,14.098310,17.226451
69,1937552,0.081022,0.824391,1.977831,5.561497,8.363719
70,1932688,0.055126,0.982594,3.160543,4.196156,8.339293
71,1927872,0.122415,0.828001,1.869794,13.574957,16.272752
72,1924512,0.033361,0.737009,2.817913,4.628852,8.183774
73,1920576,0.028753,0.724284,2.914317,5.439168,9.077769
74,1915952,0.020736,0.744315,2.762607,12.840484,16.347406
75,1904848,0.070796,0.912859,2.041443,5.231875,8.186177
76,1899872,0.147207,0.868470,2.851423,3.996719,7.716612
77,1890784,0.103462,0.539081,2.394561,13.951394,16.885036
78,1879648,0.113301,0.740923,2.414604,4.950460,8.105987
79,1879120,0.115732,0.743136,2.862317,3.751351,7.356804
80,1878592,0.032436,0.710858,2.174578,13.193162,16.078598
81,1883840,0.130074,0.895913,2.228624,4.182572,7.307109
82,1887632,0.095560,0.860020,2.110067,3.865055,6.835142
83,1897168,0.095857,0.769308,1.980790,13.873390,16.623488
84,1909616,0.109362,0.714361,2.160409,4.939971,7.814741
85,1906000,0.110273,0.858915,2.983008,3.759230,7.601153
86,1909632,0.022078,0.734123,2.769595,14.392587,17.896305
87,1917040,0.022912,0.772939,2.873677,4.646199,8.292815
88,1921072,0.027127,0.895081,2.806810,3.922492,7.624383
89,1928784,0.133772,0.829427,2.222304,14.215801,17.267532
90,1935440,0.095007,0.748694,1.885135,5.712810,8.346639
91,1941328,0.022008,0.772967,2.896901,3.663406,7.333274
92,1944000,0.098573,0.780710,2.887898,14.252447,17.921055
93,1945520,0.041450,0.920143,2.182973,4.828374,7.931490
94,1945888,0.109433,0.844057,3.283695,4.162779,8.290531
95,1946736,0.128455,0.757101,2.970342,13.554746,17.282189
96,1948160,0.073222,0.579984,2.132871,3.986165,6.699020
97,1951216,0.033689,0.752499,2.375120,4.088444,7.216063
98,1955744,0.027622,0.753263,2.394582,14.551286,17.699131
99,1959872,0.026849,0.753310,2.125980,4.603276,7.482566
