frame_id,bytes,schedule_lag_ms,read_ms,hash_ms,commit_ms,acquisition_ms
37,1964496,0.100387,1.584290,2.186947,4.516623,8.287860
38,1963056,0.124425,1.722182,2.139020,4.491614,8.352816
39,1959472,0.026210,1.829497,1.708716,4.534061,8.072274
40,1952416,0.011232,1.474935,2.178741,3.688400,7.342076
41,1949728,0.019803,1.524516,2.198154,4.583816,8.306486
42,1945248,0.031347,2.079587,2.397503,4.458381,8.935471
43,1941040,0.025291,1.638923,2.345026,4.233272,8.217221
44,1928896,0.083413,1.424546,2.153071,5.203331,8.780948
45,1918608,0.117692,1.789059,2.278442,4.407035,8.474536
46,1917904,0.122511,0.916800,2.110374,3.315085,6.342259
47,1913488,0.092196,0.746394,2.080464,3.386398,6.213256
48,1917008,0.085485,0.557312,1.995164,3.169849,5.722325
49,1924128,0.102420,0.730314,2.299380,3.326095,6.355789
50,1932400,0.086999,0.662246,2.134917,3.010767,5.807930
51,1934800,0.024580,0.683347,2.173244,3.194442,6.051033
52,1933488,0.048320,0.736314,2.218427,3.850416,6.805157
53,1937088,0.031194,0.737997,2.192910,3.426853,6.357760
54,1940176,0.015345,0.536041,2.073974,3.090005,5.700020
55,1939808,0.035517,0.799683,1.696025,4.532554,7.028262
56,1941552,0.142420,0.788339,1.696501,3.534816,6.019656
57,1946304,0.095663,0.735774,2.193707,3.562301,6.491782
58,1949504,0.103211,0.737026,2.142995,3.580968,6.460989
59,1952144,0.097112,0.731902,2.231377,3.450507,6.413786
60,1956048,0.110530,0.725807,2.045110,3.277885,6.048802
61,1955760,0.115042,0.739141,2.139261,4.259450,7.137852
62,1957472,0.028618,0.819827,1.951123,3.480632,6.251582
63,1955760,0.120737,0.726000,2.488956,3.617142,6.832098
64,1955520,0.046661,0.829143,2.300371,4.676543,7.806057
65,1954928,0.029582,0.843780,2.419358,3.496926,6.760064
66,1954048,0.116735,0.839195,1.712068,3.625004,6.176267
67,1953664,0.024390,0.741245,1.703509,3.028878,5.473632
68,1952576,0.050036,0.828550,1.714408,3.920941,6.463899
69,1951120,0.152190,0.814959,1.710265,3.639563,6.164787
70,1949344,0.100689,0.745301,2.145393,3.355171,6.245865
71,1948960,0.107870,0.732046,2.106548,3.216825,6.055419
72,1948432,0.151422,0.731380,2.062241,3.373066,6.166687
73,1950592,0.106064,0.695155,2.134949,3.199977,6.030081
74,1952816,0.082770,0.731809,2.509930,4.589720,7.831459
75,1953488,0.171654,0.511430,2.226737,3.441298,6.179465
76,1949696,0.095388,0.733748,2.122744,3.297653,6.154145
77,1945600,0.104425,0.694780,2.125795,3.314540,6.135115
78,1942848,0.114823,0.709450,2.645137,4.635294,7.989881
79,1942272,0.038938,0.813913,1.764942,4.457107,7.035962
80,1947408,0.027747,0.563068,1.690551,3.517713,5.771332
81,1955120,0.031372,0.824359,1.710064,3.656554,6.190977
82,1955792,0.031500,0.854292,1.919242,3.942683,6.716217
83,1950272,0.101187,0.801910,2.084533,3.150354,6.036797
84,1949536,0.029944,0.731440,2.320356,4.547859,7.599655
85,1960896,0.026172,0.740873,2.313423,3.309428,6.363724
86,1971648,0.089084,0.752800,2.134076,3.331452,6.218328
87,1977888,0.080120,0.699167,2.270434,3.252253,6.221854
88,1977216,0.082662,0.730480,2.199506,3.237710,6.167696
89,1969840,0.113367,0.726949,2.160655,3.343113,6.230717
90,1959328,0.083086,0.688420,2.179651,3.271030,6.139101
91,1961600,0.081344,0.680690,2.110601,3.408412,6.199703
92,1967408,0.025138,0.722090,2.204087,3.436989,6.363166
93,1974320,0.095959,0.724861,2.178633,3.196147,6.099641
94,1978448,0.026497,0.713243,2.224127,5.635691,8.573061
95,1985744,0.218799,0.532717,2.505632,2.681710,5.720059
96,1992048,0.017870,1.739167,2.430038,5.332631,9.501836
97,1995264,0.122149,1.632345,2.290765,4.491595,8.414705
98,1993232,0.086870,0.727670,2.129954,4.284320,7.141944
99,1994624,0.131291,1.946520,2.385693,4.020931,8.353144
